term,entity_id,text_1,text_2,text_3,text_4,text_5,check
mohammedan,Q113473641,Pagan Survivals in Mohammedan Civilisation,,['review in Zeitschrift für Sozialforschung'],['review'],[],TRUE
mohammedan,Q58366626,A Handbook of Mohammedan Decorative Arts.By M. S. Dimand,,,['academic journal article'],[],TRUE
mohammedans,Q63314480,"Travels in Arabia, comprehending an account of those territories in Hedjaz which the Mohammedans regard as sacred (1829 edition)",,['1829 edition of book by John Lewis BURCKHARDT'],"['version, edition, or translation']",[],TRUE
mohammedans,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[],TRUE
mohammedans,Q19024563,A Prayer for Mohammedans Everywhere,,,[],[],TRUE
mohammedans,Q19024567,A Prayer for Mohammedans,,,[],[],TRUE
mongoloid,Q19891911,Indo-Mongoloid people of Assam,,['groups of people who historically migrated into India'],['ethnic group'],[],TRUE
mongoloid,Q11410826,Proto-Mongoloid,,['historical term used to refer to a sub-type of the Mongoloid race and classified by William W. Howells'],[],['Mongoloid'],TRUE
mongoloid,Q207912,Mongoloid,,['Ethnicity'],['ethnic group'],[],TRUE
mongoloid,Q1135825,Epicanthic fold,"['epicanthal fold', 'palpebronasal fold', 'Mongoloid fold', 'epicanthus', 'eye fold']",['A fold on upper eye lid'],"['class of anatomical entity', 'class of disease']","['facial feature', 'skin fold', 'canthal anomaly', 'anatomical line of eyelid', 'particular anatomical entity']",TRUE
mongoloid,Q11500981,Neo-Mongoloid,,,['race (human categorization)'],['Mongoloid'],TRUE
mongoloid,Q6899769,Mongoloid,,['original song written and composed by Gerald Casale; recorded and released 1977 by Devo'],['musical work/composition'],[],FALSE
mongoloid,Q116457612,Mongoloid / Jocko Homo,"['Booji Boy Records – 7033-14', 'Mongoloid', 'Jocko Homo']","['1977 US 7"" single by Devo; Booji Boy Records – 7033-14']",['single release'],[],FALSE
mongoloid,Q8546951,Category:Indo-Mongoloid,,['Wikimedia category'],['Wikimedia category'],[],TRUE
mongoloid,Q20255706,Mongoloidi,,"translated song; Finnisn-language version of ""Mongoloid""",['musical work/composition'],[],FALSE
mongoloid,Q116457597,Mongoloid,,['vocal track by Devo; 1977 studio recording'],['music track with vocals'],[],FALSE
moor,Q64811664,Brown Moor Roman temporary camp,,['part of a World Heritage site in the United Kingdom'],['archaeological site'],[],FALSE
moor,Q15262572,Northern Moor,,['human settlement in the United Kingdom'],['human settlement'],[],FALSE
moor,Q2000538,New Moor,"['South Talpatti Island', 'South Talpatti', 'New Moore', 'New Moore Island', 'Purbasha', 'Purbasha Island']","['human settlement in Gosaba community development block, Canning subdivision, South 24 Parganas district, India']",['village in India'],[],FALSE
moor,Q1050631,Plymouth Moor View,,"['Parliamentary constituency in the United Kingdom, 2010 onwards']",['constituency of the House of Commons'],[],FALSE
moor,Q29496769,St David's Well aka Ffynnon Dewi,,"Grade II listed building in Porthcawl. By the side of the lane leading north from Nottage village just S of the junction with Moor Lane, both country lanes pre-dating C19 development and now little used.",['well'],[],FALSE
moor,Q5602882,Green Moor,,['human settlement in United Kingdom'],['hamlet'],[],FALSE
moor,Q65075114,Greenlaw Moor,,"['area of heather moorland in Scottish Borders, Scotland, UK, parts protected under various designations']",['moorland'],[],FALSE
moor,Q17528972,Moor Place,,"['Grade I listed building in East Hertfordshire, United Kingdom']",['English country house'],[],FALSE
moor,Q60685778,Hohes Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[],FALSE
moor,Q60685724,Goldenstedter Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[],FALSE
moors,Q169260,Moors,"['Moriscos', 'Moriscoes']","['Medieval Muslim inhabitants of the Maghreb, Iberian Peninsula, Sicily and Malta']",['ethnic group'],[],TRUE
moors,Q102276979,"An Exhausted Landscape: Medieval Use of Moors, Mires and Commons in the Eastern Netherlands",,['chapter published in 2009'],['academic chapter'],[],FALSE
moors,Q98596477,Moorish style,,art style based on the architecture and decorative arts of the Muslim inhabitants (the Moors) of north-west Africa and (between 8th and 15th centuries) of southern Spain,['art style'],[],TRUE
moors,Q110854379,"To Tread the Paths, and Traverse the Moors: Investigating Slavery in Early Medieval Western Britain",,,['academic chapter'],[],FALSE
moors,Q7070677,Nuwaubian Nation,"['Nuwaubian movement', 'United Nuwaubian Nation of Moors', 'Ansaru Allah Community', 'Holy Tabernacle Ministries', 'Yamassee Native American Moors of the Creek Nation', 'Nuwaubian Nation of Moors']",['US religious group founded by Dwight York'],"['religious organization', 'hate group']",[],FALSE
moors,Q7977997,Weald Moors,,['human settlement in United Kingdom'],['human settlement'],[],FALSE
moors,Q110188678,Ried (Vorarlberg),,is a natural and cultural landscape that finds itself throughout Vorarlberg and often includes landing with moors,['geographical feature'],[],FALSE
moors,Q2636673,aljama,"['alhama', 'alfama']",city exclusively occupied by Moors or Jews or neighborhood of the Christian city occupied by these ethnic groups in the Middle Ages,['human settlement'],['ethnic enclave'],TRUE
moors,Q112952916,"Pet Ownership As a Component of Psychosocial Resilience to Disaster: An Exploratory Study in West Moors, Dorset, United Kingdom",,"[""2020 master's thesis by Sahrah Gwendoline Mai at Auckland University of Technology""]","[""master's thesis""]",[],FALSE
moors,Q23660880,Moors and Christians in Abanilla,,,['Festival of Regional Tourist Interest in Region of Murcia'],[],TRUE
mulatto,Q191923,mulatto,"['mulattress', 'mulato', 'mulatta', 'mulata']",['racial classification'],['historical race concept'],['human'],TRUE
mulatto,Q5193390,Cultural mulatto,,"['a highly educated black person, according to Trey Ellis']",[],[],TRUE
mulatto,Q115997244,"Dismantling the tragic mulatto/a: interrogating racial authenticity, genre, and black motherhood in African American women's fiction",,['2019 doctoral thesis by Gyasi Byng Francisco at the University of Rochester'],['Doctor of Philosophy thesis'],[],TRUE
mulatto,Q7832650,tragic mulatto,,['stereotypical fictional character in 19th and 20th century American literature'],['stock character'],[],TRUE
mulatto,Q64277831,"Register of Black Communicants Showing Status as Black, Mulatto, Free, Unfree, and Name of Owner in Cases of the Unfree (NAID 40429323)",,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],TRUE
mulatto,Q15259470,Category:Haitian people of Mulatto descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
mulatto,Q97495711,The Mulatto Solitude,,"[""pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[],TRUE
mulatto,Q97487645,The Mulatto Solitude,"['Mulatto Solitude', 'Solitude']","[""French edition of the pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[],TRUE
mulatto,Q115534652,Ohio Black Codes,"['Ohio Black Codes (1804)', '1804 Ohio Black Codes']","Section 1. Be it enacted by the General Assembly of the State of Ohio , That from and after the first day of June next. no black or mulatto person shall be permitted to settle or reside in this state, unless he or she shall …",['statute'],[],TRUE
mulatto,Q18156653,Mulatto Mountain,,['mountain in United States of America'],['mountain'],[],FALSE
mulattoes,Q31501365,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes (1810)","['An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes']","Followed with an Account of the Life and Works of Fifteen Negroes & Mulattoes, Distinguished in Science, Literature and the Arts","['version, edition, or translation']",[],TRUE
mulattoes,Q116193026,"Ordinances of the Duke of Penthièvre, Admiral of France, of March 31 & April 5, 1762",,concerning the migration of Negroes & Mulattoes to metropolitan France,"['version, edition, or translation', 'ordinance']",[],TRUE
mulattoes,Q55787194,Church of Our Lady of Protection of the Mulattoes,,"['church building in São Cristóvão, Brazil']",['church building'],[],TRUE
mulattos,Q16201620,Mulattos in Haiti,,,[],['ethnic minority'],TRUE
métis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis'],TRUE
métis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']",TRUE
métis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis'],TRUE
métis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[],TRUE
métis,Q8247324,Category:American people of Métis descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
métis,Q7856433,Turtle Mountain Band of Chippewa Indians,"['Turtle Mountain Chippewa', 'Turtle Mountain Ojibwe']",Native American tribe of Ojibwa and Métis peoples,['ethnic group'],[],TRUE
métis,Q13315,Michif,"['Mitchif language', 'Métchif language', 'French Cree language', 'Michif-Cree language', 'Métif language', 'Mechif language', 'Michif language', 'Metchif language', 'Metif language']",mixed language based on Cree and French spoken by the Métis people of North America,"['language', 'modern language']",['mixed language'],TRUE
métis,Q104846812,Indigenous education in Canada,,"education for First Nations, Inuit, and Métis people in Canada",['education in country or region'],[],TRUE
métis,Q8340290,Category:Canadian people of Métis descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
métis,Q110068902,Metis,"['Metissen', 'Métis']",['mixed Congolese-Belgian ethnic group'],['ethnic group'],"['Belgians', 'Congolese', 'Rwandans', 'Burundians']",TRUE
native,Q96200400,land acknowledgement,"['indigenous land acknowledgment', 'native land acknowledgement', 'aboriginal land acknowledgement', 'territorial acknowledgement', 'land recognition', 'acknowledgement of country', 'acknowledgement of Traditional Custodians']","['statement, often connected to a building or work, that states which aboriginal peoples live or lived in the area the statement refers to']",[],"['acknowledgment', 'public statement']",TRUE
native,Q1839674,lands inhabited by indigenous peoples,"['tribal lands', 'native land']","['geographic territories occupied primarily by native or tribal peoples generally, whether formally recognized or not']",['type of administrative territorial entity'],"['political territorial entity', 'administrative territorial entity']",TRUE
native,Q1305793,Hopewell tradition,['Hopewell culture'],common aspects of Native American culture that flourished in northeastern and midwestern United States,['archaeological culture'],[],TRUE
native,Q109938005,colonization of the United States,"['American colonization', 'U.S. colonization', 'European colonization of the United States']","the process of genocide, ethnic cleansing, and population replacement of Native Americans by people of European descent  in the area now known as the United States",['colonisation'],['settler colonialism'],TRUE
native,Q16910544,history of Native Americans in the United States,"['Native American history', 'American Indian history', 'Native Americans in the United States history']",['history of the indigenous peoples of the United States'],"['aspect of history', 'occurrence']",['history of Amerindian peoples'],TRUE
native,Q2638531,population history of indigenous peoples of the Americas,"['Native American genocide', 'American genocide', 'demographic history of the indigenous peoples of the Americas']",['Native American population changes resulting from contact with Europeans after 1492'],"['genocide of indigenous peoples of the Americas', 'aspect of history']",[],TRUE
native,Q110426727,reconstructions of indigenous buildings in the United States,,"reconstructed Native American structures in the United States for artistic, cultural, or educational purposes",['reconstruction'],[],TRUE
native,Q51374013,Insects affecting important native shrubs of the Northwestern United States,,"['Ogden, Utah :Intermountain Forest & Range Experiment Station,1975. | U.S. Department of Agriculture, National Agricultural Library View Book']",['publication'],[],FALSE
native,Q109607777,pyramids in the Americas,"['Amerindian pyramids', 'American pyramids', 'Native American pyramids', 'indigenous American pyramids']",['pyramids designed and built by indigenous peoples in the Americas'],['aspect in a geographic region'],['Amerindian architecture'],TRUE
native,Q51489550,History of the Chinese northern yam : a native of the northern limits of the temperate zone,,"['Flushing, N.Y. :Wm. R. Prince & Co.,1869. | U.S. Department of Agriculture, National Agricultural Library']",['publication'],[],FALSE
natives,Q392316,First Nations,"['Indians', 'Natives']",['term used for some Indigenous peoples in Canada'],[],"['Indigenous people in Canada', 'indigenous peoples of the Americas']",TRUE
natives,Q5755662,Casa regional,,"institutions, centers and athenaeums that integrate the natives of a region or country in a city located in a geographical space different from the one of origin of those.",[],['cultural organization'],TRUE
natives,Q103980783,"Tracking the historical roots of post-apartheid citizenship problems : the Native Club, restless natives, panicking settlers and the politics of nativism in South Africa",,['ASCL working paper'],"['version, edition, or translation']",[],TRUE
natives,Q64322920,"Name and Subject Indexes to General Correspondence Concerning Claims, Leases, Rent, Construction of Roads, Medicine for Natives, and Employment of Interpreters (NAID 4735755)",,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],TRUE
natives,Q61694941,Part of the New Plymouth settlement in the district of Taranake showing the range of houses recently built by the natives in anticipation of the arrival of emigrants.,,['engraving by J. C. Armytage attributed to being based on a drawing by Charles Heaphy'],['engraving'],[],TRUE
