,term,QID,wd_bow,cs_combined
8572,moor,Q15262572,"['northern', 'human', 'settlement', 'human', 'settlement', 'united', 'kingdom']",0.8140000000000001
6338,moor,Q5602882,"['green', 'hamlet', 'human', 'settlement', 'united', 'kingdom']",0.8140000000000001
4545,moor,Q1050631,"['plymouth', 'view', 'constituency', 'house', 'common', 'parliamentary', 'constituency', 'united', 'kingdom', 'onwards']",0.812
8474,moor,Q6380250,"['kay', 'mining', 'community', 'ghost', 'town', 'kay', 'wv', 'human', 'settlement', 'fayette', 'county', 'west', 'virginia', 'united', 'state', 'america']",0.8029999999999999
4997,moor,Q2000538,"['new', 'village', 'india', 'south', 'talpatti', 'island', 'south', 'talpatti', 'new', 'moore', 'new', 'moore', 'island', 'purbasha', 'purbasha', 'island', 'human', 'settlement', 'gosaba', 'community', 'development', 'block', 'canning', 'subdivision', 'south', 'parganas', 'district', 'india']",0.8009999999999999
8662,moor,Q17676130,"['two', 'cup', 'marked', 'rock', 'forming', 'part', 'group', 'prominent', 'rock', 'known', 'raven', 'stone', 'rocking', 'wsw', 'brae', 'cup', 'ring', 'mark', 'cup', 'ring', 'mark', 'thruscross', 'north', 'yorkshire', 'england', 'uk']",0.8009999999999999
8677,moor,Q17678095,"['one', 'three', 'cairn', 'three', 'barrow', 'ugborough', 'archaeological', 'site', 'archaeological', 'site', 'ugborough', 'united', 'kingdom']",0.792
7630,moor,Q17674119,"['multi', 'period', 'lead', 'mine', 'processing', 'work', 'century', 'barytes', 'mill', 'grassington', 'mine', 'mine', 'grassington', 'united', 'kingdom']",0.79
4089,moors,Q169260,"['moor', 'ethnic', 'group', 'moriscos', 'moriscoes', 'medieval', 'muslim', 'inhabitant', 'maghreb', 'iberian', 'peninsula', 'sicily', 'malta']",0.873
4530,moors,Q98596477,"['moorish', 'style', 'art', 'style', 'based', 'architecture', 'decorative', 'art', 'muslim', 'inhabitant', 'moor', 'north', 'west', 'africa', 'century', 'southern', 'spain']",0.8190000000000001
4180,moors,Q2636673,"['aljama', 'alhama', 'alfama', 'city', 'exclusively', 'occupied', 'moor', 'jew', 'neighborhood', 'christian', 'city', 'occupied', 'ethnic', 'group', 'middle', 'age']",0.809
4054,moors,Q110854379,"['tread', 'path', 'traverse', 'investigating', 'slavery', 'early', 'medieval', 'western', 'britain', 'academic', 'chapter']",0.802
4435,moors,Q7070677,"['nuwaubian', 'nation', 'religious', 'organization', 'hate', 'group', 'nuwaubian', 'movement', 'united', 'nuwaubian', 'nation', 'moor', 'ansaru', 'allah', 'community', 'holy', 'tabernacle', 'ministry', 'yamassee', 'native', 'american', 'moor', 'creek', 'nation', 'nuwaubian', 'nation', 'moor', 'u', 'religious', 'group', 'founded', 'dwight', 'york']",0.785
4483,moors,Q7977997,"['weald', 'moor', 'human', 'settlement', 'human', 'settlement', 'united', 'kingdom']",0.78
4154,moors,Q23660880,"['moor', 'christian', 'abanilla', 'festival', 'regional', 'tourist', 'interest', 'region', 'murcia']",0.779
4381,moors,Q5884558,"['holt', 'heath', 'common', 'land', 'heath', 'holt', 'heath', 'dorset', 'holt', 'west', 'moor', 'heath', 'sssi', 'common', 'land', 'dorset', 'united', 'kingdom']",0.779
4115,moors,Q18125962,"['indian', 'moor', 'ethnic', 'group']",0.767
4376,moors,Q5650710,"['moor', 'christian', 'alcoy', 'party', 'popular', 'festival', 'take', 'place', 'city', 'alcoy', 'alicante', 'valencian', 'community']",0.767
70558,mulatto,Q191923,"['historical', 'race', 'concept', 'human', 'mulattress', 'mulato', 'mulatta', 'mulata', 'racial', 'classification']",0.8590000000000001
70567,mulatto,Q5193390,"['cultural', 'highly', 'educated', 'black', 'person', 'according', 'trey', 'elli']",0.802
70574,mulatto,Q64277831,"['register', 'black', 'communicant', 'showing', 'status', 'black', 'free', 'unfree', 'name', 'owner', 'case', 'unfree', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.759
70552,mulatto,Q115997244,"['dismantling', 'tragic', 'interrogating', 'racial', 'authenticity', 'genre', 'black', 'motherhood', 'african', 'american', 'fiction', 'doctor', 'philosophy', 'thesis', 'doctoral', 'thesis', 'gyasi', 'byng', 'francisco', 'university', 'rochester']",0.758
70554,mulatto,Q15259470,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.741
70578,mulatto,Q7832650,"['tragic', 'stock', 'character', 'stereotypical', 'fictional', 'character', 'century', 'american', 'literature']",0.726
70550,mulatto,Q115534652,"['ohio', 'black', 'code', 'ohio', 'black', 'code', 'ohio', 'black', 'code', 'section', 'enacted', 'general', 'assembly', 'state', 'ohio', 'first', 'day', 'june', 'black', 'person', 'shall', 'permitted', 'settle', 'reside', 'state', 'unless', 'shall']",0.7040000000000001
70557,mulatto,Q19022984,"['little', 'free', 'literary', 'work', 'short', 'story']",0.691
70556,mulatto,Q18156653,"['mountain', 'mountain', 'mountain', 'united', 'state', 'america']",0.657
70582,mulatto,Q97487645,"['solitude', 'comic', 'version', 'edition', 'translation', 'solitude', 'solitude', 'french', 'edition', 'pedagogical', 'comic', 'uprising', 'slavery', 'unesco']",0.653
70533,mulattoes,Q31501365,"['enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'followed', 'account', 'life', 'work', 'fifteen', 'negro', 'mulatto', 'distinguished', 'science', 'literature', 'art']",0.746
70532,mulattoes,Q116193026,"['ordinance', 'duke', 'penthièvre', 'admiral', 'france', 'march', 'april', 'concerning', 'migration', 'negro', 'mulatto', 'metropolitan', 'france']",0.628
70534,mulattoes,Q55787194,"['church', 'lady', 'protection', 'mulatto', 'church', 'building', 'church', 'building', 'são', 'cristóvão', 'brazil']",0.5720000000000001
70531,mulattos,Q16201620,"['mulatto', 'haiti', 'ethnic', 'minority']",0.604
186972,métis,Q4763645,"['anglo', 'ethnic', 'group', 'anglo', 'metis', 'countryborn', 'black', 'scot', 'native', 'english', 'century', 'community', 'people', 'canada']",0.903
187069,métis,Q6950152,"['united', 'state', 'ethnic', 'group', 'metis', 'people', 'indigenous', 'american', 'mixed', 'ancestry']",0.8859999999999999
187068,métis,Q6950150,"['alberta', 'aspect', 'geographic', 'region', 'metis', 'alberta', 'descendant', 'mixed', 'indigenous', 'people', 'european', 'family']",0.884
186950,métis,Q262457,"['ethnic', 'group', 'indigenous', 'people', 'canada', 'indigenous', 'people', 'metis', 'michif', 'bois', 'brûlés', 'bois', 'brûlé', 'mixed', 'indigenous', 'ethnic', 'group', 'canada', 'u']",0.861
186834,métis,Q104846812,"['indigenous', 'education', 'canada', 'education', 'first', 'nation', 'inuit', 'people', 'canada']",0.833
187036,métis,Q6950137,"['french', 'language', 'canadian', 'french', 'metis', 'french', 'français', 'variety', 'french', 'used', 'people']",0.8170000000000001
186946,métis,Q24890406,"['canadian', 'council', 'organization', 'collection', 'council', 'within', 'canada', 'concerned', 'betterment', 'people']",0.8170000000000001
186921,métis,Q13315,"['michif', 'mitchif', 'language', 'métchif', 'language', 'french', 'cree', 'language', 'michif', 'cree', 'language', 'métif', 'language', 'mechif', 'language', 'michif', 'language', 'metchif', 'language', 'metif', 'language', 'mixed', 'language', 'based', 'cree', 'french', 'spoken', 'people', 'north', 'america']",0.816
187084,métis,Q7856433,"['turtle', 'mountain', 'band', 'chippewa', 'indian', 'turtle', 'mountain', 'chippewa', 'turtle', 'mountain', 'ojibwe', 'native', 'american', 'tribe', 'ojibwa', 'people']",0.816
187045,métis,Q6950139,"['nation', 'british', 'columbia', 'political', 'organization', 'metis', 'nation', 'british', 'columbia', 'canadian', 'organization', 'representing', 'people']",0.815
63483,native,Q99366119,"['sherborne', 'abbey', 'first', 'world', 'war', 'memorial', 'second', 'world', 'war', 'memorial', 'wall', 'war', 'memorial', 'war', 'memorial', 'sherborne', 'dorset', 'united', 'kingdom']",
63482,natives,Q99366119,"['sherborne', 'abbey', 'first', 'world', 'war', 'memorial', 'second', 'world', 'war', 'memorial', 'wall', 'war', 'memorial', 'war', 'memorial', 'sherborne', 'dorset', 'united', 'kingdom']",
66333,negro,Q110591878,"['colored', 'america', 'biographical', 'dictionary', 'colored', 'biographical', 'dictionary', 'notable', 'living', 'person', 'descent', 'america', 'biographical', 'reference', 'series']",0.877
68693,negro,Q111812959,"['creator', 'appearance', 'black', 'person', 'narrative', 'motif', 'motif', 'creator', 'appearance', 'creator', 'appearance', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.86
66943,negro,Q111814212,"['black', 'person', 'work', 'narrative', 'motif', 'motif', 'work', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.858
68702,negro,Q115826990,"['white', 'person', 'black', 'narrative', 'motif', 'motif', 'white', 'person', 'white', 'person', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.855
66563,negro,Q738600,"['magical', 'stock', 'character', 'stock', 'black', 'man', 'special', 'insight', 'mystical', 'power', 'coming', 'aid', 'white', 'protagonist']",0.848
67644,negro,Q98119441,"['delectable', 'literary', 'work', 'delectable', 'human', 'consumption', 'homoeroticism', 'within', 'slave', 'culture', 'book', 'vincent', 'woodard']",0.846
66336,negro,Q111047765,"['american', 'historical', 'society', 'learned', 'society', 'organization', 'anhs', 'society', 'focused', 'collecting', 'historical', 'material', 'related', 'african', 'american', 'history']",0.846
66484,negro,Q51487815,"['heredity', 'skin', 'color', 'white', 'cross', 'publication', 'washington', 'institution', 'ncsu', 'library', 'view', 'book']",0.8390000000000001
66310,negro,Q106318934,"['ephemera', 'arthur', 'spingarn', 'collection', 'literature', 'archival', 'collection', 'digital', 'collection', 'archival', 'material', 'related', 'african', 'american', 'literature', 'struggle', 'equality', 'civil', 'right', 'held', 'ucla']",0.836
66483,negro,Q51487809,"['heredity', 'skin', 'color', 'white', 'cross', 'publication', 'washington', 'institution', 'cornell', 'university', 'library', 'view', 'book']",0.835
65927,negroes,Q111814144,"['black', 'people', 'made', 'left', 'scrap', 'creation', 'narrative', 'motif', 'motif', 'negro', 'made', 'left', 'scrap', 'negro', 'made', 'left', 'scrap', 'creation', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.866
65950,negroes,Q19884657,"['among', 'social', 'condition', 'existed', 'partly', 'cause', 'migration', 'injustice', 'done', 'negro', 'court', 'painting', 'painting', 'jacob', 'lawrence']",0.852
65923,negroes,Q111814132,"['black', 'people', 'curse', 'ham', 'laughing', 'nakedness', 'narrative', 'motif', 'motif', 'negro', 'curse', 'ham', 'laughing', 'negro', 'curse', 'ham', 'laughing', 'nakedness', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.8270000000000001
66035,negroes,Q86735,"['afro', 'german', 'ethnic', 'group', 'german', 'black', 'people', 'black', 'german', 'imperial', 'negro', 'racial', 'ethnic', 'group', 'germany', 'african', 'ancestry']",0.816
66010,negroes,Q66547423,"['narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'guiana', 'wild', 'coast', 'south', 'america', 'year', 'version', 'edition', 'translation', 'narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'narrative', 'expedition', 'surinam', 'elucidating', 'history', 'country', 'describing', 'production', 'quadrupedes', 'bird', 'fish', 'reptile', 'tree', 'shrub', 'fruit', 'root', 'account', 'indian', 'guiana', 'negro', 'guinea', 'first', 'edition']",0.816
65975,negroes,Q52958533,"['narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'guiana', 'wild', 'coast', 'south', 'america', 'year', 'written', 'work', 'elucidating', 'history', 'country', 'describing', 'production', 'account', 'indian', 'guiana', 'negro', 'guinea']",0.812
65905,negroes,Q104939765,"['statement', 'supporting', 'american', 'negro', 'struggle', 'racial', 'discrimination', 'imperialism', 'public', 'statement', 'statement', 'calling', 'people', 'world', 'unite', 'oppose', 'racial', 'discrimination', 'imperialism', 'support', 'american', 'negro', 'struggle', 'racial', 'discrimination']",0.812
65949,negroes,Q19884625,"['housing', 'negro', 'difficult', 'problem', 'painting', 'painting', 'jacob', 'lawrence']",0.809
65909,negroes,Q105573914,"['society', 'relief', 'free', 'negro', 'unlawfully', 'held', 'bondage', 'society', 'quaker', 'organization', 'devoted', 'abolition', 'slavery', 'social', 'economic', 'improvement', 'black']",0.802
65962,negroes,Q31501365,"['enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'version', 'edition', 'translation', 'enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'followed', 'account', 'life', 'work', 'fifteen', 'negro', 'mulatto', 'distinguished', 'science', 'literature', 'art']",0.8009999999999999
65873,negros,Q31556148,"['tiling', 'human', 'settlement', 'negro', 'occidental']",0.823
65218,negros,Q56810851,"['site', 'spanish', 'force', 'surrendered', 'negro', 'occidental', 'historical', 'marker', 'national', 'historical', 'commission', 'philippine', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'site', 'spanish', 'force', 'surrendered', 'negro', 'occidental']",0.802
65120,negros,Q3499107,"['republic', 'negro', 'second', 'level', 'administrative', 'country', 'subdivision', 'insular', 'area', 'self', 'proclaimed', 'state', 'negro', 'canton', 'negro', 'republican', 'canton', 'republican', 'canton', 'negro', 'negro', 'island', 'republican', 'canton', 'administrative', 'division', 'various', 'also', 'short', 'lived', 'state']",0.7959999999999999
65196,negros,Q50426496,"['pantaleon', 'villegas', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'león', 'kilat', 'negro', 'oriental']",0.7959999999999999
65649,negros,Q31502760,"['binonga', 'human', 'settlement', 'negro', 'occidental', 'philippine']",0.7879999999999999
65657,negros,Q31544795,"['tambalan', 'human', 'settlement', 'negro', 'oriental']",0.785
64818,negros,Q112899718,"['dual', 'porosity', 'modelling', 'tracer', 'transport', 'palinpinon', 'southern', 'negro', 'geothermal', 'field', 'philippine', 'thesis', 'thesis', 'anthony', 'ciriaco', 'university', 'auckland']",0.779
65860,negros,Q17425749,"['structure', 'negro', 'occidental', 'wikimedia', 'category', 'wikimedia', 'category']",0.778
65222,negros,Q56893358,"['capitol', 'negro', 'occidental', 'historical', 'marker', 'national', 'historical', 'commission', 'philippine', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'negro', 'occidental', 'capitol']",0.777
65512,negros,Q17425748,"['structure', 'negro', 'oriental', 'wikimedia', 'category', 'wikimedia', 'category']",0.7759999999999999
108402,oriental,Q99642326,"['tatar', 'term', 'derived', 'european', 'language', 'wikimedia', 'category', 'wikimedia', 'category']",
108401,orientals,Q99642326,"['tatar', 'term', 'derived', 'european', 'language', 'wikimedia', 'category', 'wikimedia', 'category']",
62102,page,Q855855,"['historical', 'profession', 'noble', 'title', 'domestic', 'worker', 'valet', 'boy', 'young', 'male', 'servant']",0.863
62157,page,Q17379835,"['wikimedia', 'outside', 'main', 'knowledge', 'tree', 'wikimedia', 'instance', 'class', 'describe', 'wikimedia', 'outside', 'world', 'concept', 'described']",0.812
62241,page,Q42097313,"['object', 'památkový', 'katalog', 'given', 'úskp', 'identifier', 'wikibase', 'reason', 'deprecated', 'rank', 'úskp', 'identifier', 'assigned', 'corresponding', 'record', 'czech', 'monument', 'catalog']",0.7859999999999999
61422,page,Q1193907,"['link', 'rot', 'wikibase', 'reason', 'deprecated', 'rank', 'phenomenon', 'process', 'error', 'hyperlink', 'dangling', 'reference', 'obsolete', 'dead', 'link', 'linkrot', 'link', 'death', 'link', 'breaking', 'reference', 'rot', 'deadlink', 'broken', 'link', 'exist', 'dangling', 'link', 'non', 'resolving', 'non', 'working', 'url', 'abolished', 'webpage', 'deadurl', 'http', 'link', 'disabled', 'dead', 'url', 'broken', 'url', 'http', 'error', 'url', 'working', 'url', 'longer', 'work', 'url', 'longer', 'working', 'url', 'gone', 'website', 'gone', 'website', 'longer', 'found', 'url', 'longer', 'found', 'website', 'error', 'link', 'nowhere', 'link', 'decay', 'phenomenon', 'url', 'gradually', 'tend', 'cease', 'functioning']",0.7859999999999999
62369,page,Q1197154,"['description', 'language', 'programming', 'language', 'printer', 'control', 'language', 'pdl', 'pcl', 'computer', 'language', 'describes', 'appearance', 'printed', 'higher', 'level', 'actual', 'output', 'bitmap']",0.78
61355,page,Q110768064,"['inferred', 'reasoning', 'heuristic', 'inference', 'inferred', 'number', 'inferred', 'deduced', 'deduced', 'number', 'deduced', 'deduction', 'deduction', 'number', 'deduction', 'heuristic', 'sourcing', 'wikidata', 'statement', 'number', 'referenced', 'number']",0.7759999999999999
61792,page,Q51845721,"['applies', 'different', 'version', 'work', 'applies', 'different', 'version', 'work', 'refers', 'different', 'version', 'work', 'use', 'information', 'imported', 'wikipedia', 'covering', 'also', 'derivative', 'work']",0.7759999999999999
62145,page,Q67187625,"['wikimedia', 'list', 'person', 'nationality', 'occupation', 'wikimedia', 'list', 'person', 'occupation', 'nationality', 'wikimedia', 'project', 'listing', 'person', 'nationality', 'occupation']",0.772
