,term,entity_id,text_1,text_2,text_3,text_4,text_5,check
807,native,Q109607777,pyramids in the Americas,"['Amerindian pyramids', 'American pyramids', 'Native American pyramids', 'indigenous American pyramids']",['pyramids designed and built by indigenous peoples in the Americas'],['aspect in a geographic region'],['Amerindian architecture'],
808,native,Q51489550,History of the Chinese northern yam : a native of the northern limits of the temperate zone,,"['Flushing, N.Y. :Wm. R. Prince & Co.,1869. | U.S. Department of Agriculture, National Agricultural Library']",['publication'],[],
809,natives,Q392316,First Nations,"['Indians', 'Natives']",['term used for some Indigenous peoples in Canada'],[],"['Indigenous people in Canada', 'indigenous peoples of the Americas']",
810,natives,Q5755662,Casa regional,,"institutions, centers and athenaeums that integrate the natives of a region or country in a city located in a geographical space different from the one of origin of those.",[],['cultural organization'],
811,natives,Q103980783,"Tracking the historical roots of post-apartheid citizenship problems : the Native Club, restless natives, panicking settlers and the politics of nativism in South Africa",,['ASCL working paper'],"['version, edition, or translation']",[],
812,natives,Q64322920,"Name and Subject Indexes to General Correspondence Concerning Claims, Leases, Rent, Construction of Roads, Medicine for Natives, and Employment of Interpreters (NAID 4735755)",,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],
813,natives,Q61694941,Part of the New Plymouth settlement in the district of Taranake showing the range of houses recently built by the natives in anticipation of the arrival of emigrants.,,['engraving by J. C. Armytage attributed to being based on a drawing by Charles Heaphy'],['engraving'],[],
814,natives,Q116479757,Catalans,"['Catalonians', 'Catalonia residents', 'Catalonia, Spain, residents']","natives of or residents of Catalonia, Spain, regardless of ethnicity or nationality",['human population'],"['Spaniards', 'inhabitant']",
815,natives,Q64322954,"Registers of General Correspondence Concerning Claims, Leases, Rent, Construction of Roads, Medicine for Natives, and Employment of Interpreters (NAID 4735761)",,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],
816,natives,Q106595016,American Indian law,"['Native American law', 'Indian law']","legal field relating to Native Americans, Alaska Natives and other peoples indigenous to North America","['academic discipline', 'academic major', 'specialty', 'field of study', 'field of work']","['jurisprudence', 'law']",
817,natives,Q14802378,Pukara,,fortifications made by the natives of the central Andean cultures,[],['fortification'],
818,natives,Q67676549,BATTLE FOR BUNA ; ACTIVITIES OF SOLDIERS IN ICELAND ; MEDICAL AID FOR NATIVES IN SOUTH PACIFIC ; REGIMENTAL REVIEW (NAID 13847),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],
819,negro,Q115826990,transformation: white person to black,"['D31.', 'D31. Transformation: white person to negro', 'transformation: white person to negro']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],
820,negro,Q111814212,why the Black person works,"['A1671.1.', 'A1671.1. Why the negro works.', 'Why the negro works']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],
821,negro,Q98119441,The Delectable Negro,['The Delectable Negro: Human Consumption and Homoeroticism within U.S. Slave Culture'],['2014 book by Vincent Woodard'],['literary work'],[],True
822,negro,Q111812959,creator with appearance of Black person,"['A19.2.', 'A19.2. Creator with appearance of Negro.', 'Creator with appearance of Negro']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],
823,negro,Q110591878,Who's Who in Colored America,"[""Who's Who in Colored America: A Biographical Dictionary of Notable Living Persons of Negro Descent in America""]",['biographical reference series'],['biographical dictionary'],[],
824,negro,Q42194475,Portraits of Outstanding American Citizens of Negro Origin,['Portraits of Outstanding Americans of Negro Origin'],['Exhibition of paintings by Laura Wheeler Waring and Betsy Graves Reyneau'],"['creative work', 'travelling exhibition']",[],True
825,negro,Q111047765,American Negro Historical Society,['ANHS'],['society focused on collecting historical materials related to African-American history'],"['learned society', 'organization']",[],True
826,negro,Q23022954,Black Metropolis: A Study of Negro Life in a Northern City,['Black Metropolis'],['anthropological and sociological study of the African-American urban experience in the first half of the 20th century'],['literary work'],[],True
827,negro,Q19884575,In many of the communities the Negro press was read continually because of its attitude and its encouragement of the movement,,['painting by Jacob Lawrence'],['painting'],[],
828,negro,Q3691280,Peter the Great's Negro,"['The Moor of Peter the Great', 'The Negro of Peter the Great']","['unfinished historical novel by Aleksandr Pushkin, based on the life of his maternal great-grandfather, Abram Petrovich Gannibal, a black African brought to Russia during the reign of Peter the Great']","['literary work', 'abandoned project']",[],
829,negroes,Q111814144,black people made from left-over scraps at creation,"['A1614.5.', 'A1614.5. Negroes made from left-over scraps at creation.', 'Negroes made from left-over scraps at creation']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],
830,negroes,Q111814132,black people as curse on Ham for laughing at Noah's nakedness,"[""A1614.1. Negroes as curse on Ham for laughing at Noah's nakedness."", 'A1614.1.', ""Negroes as curse on Ham for laughing at Noah's nakedness""]","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],
831,negroes,Q31501365,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes (1810)","['An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes']","['Followed with an Account of the Life and Works of Fifteen Negroes & Mulattoes, Distinguished in Science, Literature and the Arts']","['version, edition, or translation']",[],True
832,negroes,Q86735,Afro-Germans,"['Black Germans', 'Imperial Negroes']",['racial or ethnic group in Germany with African ancestry'],['ethnic group'],"['Germans', 'Black people']",True
833,negroes,Q19884657,Among the social conditions that existed which was partly the cause of the migration was the injustice done to the Negroes in the courts,,['painting by Jacob Lawrence'],['painting'],[],True
834,negroes,Q52958533,"Narrative of a five years' expedition, against the revolted negroes of Surinam, in Guiana, on the wild coast of South America from the year 1772, to 1777",,"['elucidating the history of that country, and describing its productions ... with an account of the Indians of Guiana, & negroes of Guinea']",['written work'],[],
835,negroes,Q105573914,Society for the Relief of Free Negroes Unlawfully Held in Bondage,,['A Quaker organization devoted to the abolition of slavery and social and economic improvement of Black Americans.'],['society'],[],True
836,negroes,Q104939765,Statement Supporting the American Negroes In Their Just Struggle Against Racial Discrimination by U.S. Imperialism,['Statement calling on the people of the world to unite to oppose racial discrimination by U.S. imperialism and support the American Negroes in their struggle against racial discrimination'],,['public statement'],[],True
837,negroes,Q66547423,"Narrative, of a five years' expedition, against the revolted Negroes of Surinam, in Guiana, on the wild coast of South America, from the year 1772, to 1777, (1796)","[""Narrative, of a five years' expedition, against the revolted Negroes of Surinam"", 'Narrative of an expedition to Surinam']","['elucidating the history of that country, and describing its productions, viz. quadrupedes, birds, fishes, reptiles, trees, shrubs, fruits, & roots : with an account of the Indians of Guiana, & Negroes of Guinea, first edition 1796']","['version, edition, or translation']",[],
838,negroes,Q107433655,'Public order is even more important than the rights of Negroes',,"[""master's thesis of Michael Worth Ervin""]","[""master's thesis"", 'written work']",[],
839,negros,Q18698961,Category:Culture of Negros Oriental,,['Wikimedia category'],['Wikimedia category'],[],
840,negros,Q25193067,Category:People from Negros Oriental by occupation,,['Wikimedia category'],['Wikimedia category'],[],
841,negros,Q18698962,Category:Culture of Negros Occidental,,['Wikimedia category'],['Wikimedia category'],[],
842,negros,Q50426496,Pantaleon Villegas “Leon Kilat” historical marker,,NHCP historical marker for León Kilat in Negros Oriental,['National Historical Commission of the Philippines historical marker'],[],False
843,negros,Q113662553,Rede de Historiadoras Negras e Historiadores Negros,['Black Historians Network'],,"['group of humans', 'research network']",[],
844,negros,Q31556148,Tiling,,human settlement in Negros Occidental,['human settlement'],[],
845,negros,Q17422588,Category:History of Negros Oriental,,['Wikimedia category'],['Wikimedia category'],[],
846,negros,Q28777955,Landscape with Black People,['Paisagem com negros (atribuído)'],['painting by Eduard Hildebrandt'],['painting'],[],False
847,negros,Q51448114,Birds of Negros Island,,"['[Chicago]Chicago Natural History Museum,1951. | University Library, University of Illinois Urbana Champaign View Book']",['publication'],[],False
848,negros,Q31544795,Tambalan,,human settlement in Negros Oriental,['human settlement'],[],
849,oriental,Q307043,Eastern philosophy,"['Eastern Philosophy', 'Eastern philosophies', 'East Asian philosophy', 'Asian philosophy', 'Oriental religion', 'Eastern spiritualities', 'Oriental philosophy', 'Asian Philosophy', 'Eastern thought']",['set of philosophies originating in Asia'],['branch of philosophy'],['philosophy'],
850,oriental,Q105374668,Eastern Zone of El Salvador,"['Eastern Region of El Salvador', 'East of El Salvador', 'Oriental Zone of El Salvador', 'Oriental Region of El Salvador', 'Orient of El Salvador', 'Eastern El Salvador', 'Oriental El Salvador']",['geographic region of El Salvador'],['geographic region'],[],
851,oriental,Q7102362,Oriental Philatelic Association of London,,['Philatelic society specializing in stamps of the Near East and Eastern Mediterranean'],['philatelic organization'],[],
852,oriental,Q55074680,Oriental Orthodoxy in North America,,['representing communities and institutions of Oriental Orthodox Christianity in North America'],['Christianity of an area'],"['Christianity in North America', 'Eastern Christianity']",
853,oriental,Q2843868,Agrícola Oriental,"['Agrícola Oriental', 'Colonia Agrícola Oriental']",['Eastern neighborhood of Mexico City'],['geographical feature'],[],
854,oriental,Q889394,Portuguese Mozambique,"['Portuguese East Africa', 'África Oriental Portuguesa', 'State of East Africa', 'Overseas Province of Mozambique', 'Africa Oriental Portuguesa', 'Mozambique']",['1498–1975 Portuguese possession in East Africa'],"['colony', 'overseas province of Portugal', 'historical period']",[],
855,oriental,Q13860,Misamis Oriental,['Eastern Misamis'],['province of the Philippines'],['province of the Philippines'],[],
856,oriental,Q13868,Oriental Mindoro,['Eastern Mindoro'],['province of the Philippines'],['province of the Philippines'],[],
857,oriental,Q1770351,East Florida,['Florida Oriental'],['region'],[],[],
858,oriental,Q2030514,Middle Eastern folk dance,"['traditional Middle Eastern folk dance', 'Southwest Asian folk dance', 'Middle Eastern folk dance', 'Southwest Asian traditional dance', 'Middle Eastern traditional dance', 'West Asian traditional dance', 'Oriental folk dance']",['group of dances'],['type of dance'],"['Middle Eastern dance', 'Asian folk dance']",
859,orientals,Q55957249,Battle between Europeans and Orientals,,['painting by Philips Wouwerman'],['painting'],[],
860,orientals,Q114721258,battle between Europeans and Orientals,,['painting by Dirk Stoop'],['painting'],[],
861,orientals,Q942460,Thirty-Three Orientals,['Treinta y Tres Orientales'],['militant revolutionary group'],['political organization'],[],
862,orientals,Q52206871,Capriccio of Palace Architecture with Orientals Conversing,,['painting by follower of Viviano Codazzi'],['painting'],[],
863,orientals,Q28929867,Two Orientals in a landscape,,['drawing attributed to Hieronymus Bosch'],['drawing'],[],
864,orientals,Q1996355,National Cockade of Uruguay,"['Cockade of Uruguay', 'Cockade of the Orientals']",['National symbol of uruguay'],['national cockade'],[],
865,orientals,Q52202690,Capriccio of a Mediterranean Seaport with Orientals and an Antique Statue,,['painting by after Thomas Wyck'],['painting'],[],
