,term,QID,wd_bow,cs_wm_only
70532,mulattoes,Q116193026,"['ordinance', 'duke', 'penthièvre', 'admiral', 'france', 'march', 'april', 'concerning', 'migration', 'negro', 'mulatto', 'metropolitan', 'france']",0.56
70534,mulattoes,Q55787194,"['church', 'lady', 'protection', 'mulatto', 'church', 'building', 'church', 'building', 'são', 'cristóvão', 'brazil']",0.524
70531,mulattos,Q16201620,"['mulatto', 'haiti', 'ethnic', 'minority']",0.504
186946,métis,Q24890406,"['canadian', 'council', 'organization', 'collection', 'council', 'within', 'canada', 'concerned', 'betterment', 'people']",0.835
187068,métis,Q6950150,"['alberta', 'aspect', 'geographic', 'region', 'metis', 'alberta', 'descendant', 'mixed', 'indigenous', 'people', 'european', 'family']",0.8240000000000001
186834,métis,Q104846812,"['indigenous', 'education', 'canada', 'education', 'first', 'nation', 'inuit', 'people', 'canada']",0.8170000000000001
187075,métis,Q7158488,"['peavine', 'settlement', 'designated', 'place', 'canada', 'human', 'settlement', 'peavine', 'settlement', 'alberta', 'metis', 'settlement', 'alberta', 'canada']",0.813
187027,métis,Q6406294,"['kikino', 'settlement', 'designated', 'place', 'canada', 'human', 'settlement', 'kikino', 'settlement', 'alberta', 'metis', 'settlement', 'alberta', 'canada']",0.813
186987,métis,Q5363255,"['elizabeth', 'settlement', 'designated', 'place', 'canada', 'human', 'settlement', 'elizabeth', 'settlement', 'alberta', 'metis', 'settlement', 'alberta', 'canada']",0.805
186972,métis,Q4763645,"['anglo', 'ethnic', 'group', 'anglo', 'metis', 'countryborn', 'black', 'scot', 'native', 'english', 'century', 'community', 'people', 'canada']",0.797
187071,métis,Q7123346,"['paddle', 'prairie', 'settlement', 'designated', 'place', 'canada', 'human', 'settlement', 'settlement', 'alberta', 'canada']",0.7959999999999999
187069,métis,Q6950152,"['united', 'state', 'ethnic', 'group', 'metis', 'people', 'indigenous', 'american', 'mixed', 'ancestry']",0.779
187045,métis,Q6950139,"['nation', 'british', 'columbia', 'political', 'organization', 'metis', 'nation', 'british', 'columbia', 'canadian', 'organization', 'representing', 'people']",0.772
63483,native,Q99366119,"['sherborne', 'abbey', 'first', 'world', 'war', 'memorial', 'second', 'world', 'war', 'memorial', 'wall', 'war', 'memorial', 'war', 'memorial', 'sherborne', 'dorset', 'united', 'kingdom']",
63482,natives,Q99366119,"['sherborne', 'abbey', 'first', 'world', 'war', 'memorial', 'second', 'world', 'war', 'memorial', 'wall', 'war', 'memorial', 'war', 'memorial', 'sherborne', 'dorset', 'united', 'kingdom']",
66333,negro,Q110591878,"['colored', 'america', 'biographical', 'dictionary', 'colored', 'biographical', 'dictionary', 'notable', 'living', 'person', 'descent', 'america', 'biographical', 'reference', 'series']",0.847
66336,negro,Q111047765,"['american', 'historical', 'society', 'learned', 'society', 'organization', 'anhs', 'society', 'focused', 'collecting', 'historical', 'material', 'related', 'african', 'american', 'history']",0.8420000000000001
66310,negro,Q106318934,"['ephemera', 'arthur', 'spingarn', 'collection', 'literature', 'archival', 'collection', 'digital', 'collection', 'archival', 'material', 'related', 'african', 'american', 'literature', 'struggle', 'equality', 'civil', 'right', 'held', 'ucla']",0.836
66198,negro,Q48537,"['civil', 'right', 'movement', 'civil', 'right', 'movement', 'political', 'movement', 'civil', 'right', 'revolution', 'black', 'revolution', 'black', 'civil', 'right', 'movement', 'revolution', 'american', 'revolution', 'african', 'american', 'civil', 'right', 'movement', 'revolt', 'southern', 'freedom', 'movement', 'black', 'right', 'movement', 'united', 'state', 'civil', 'right', 'movement', 'american', 'freedom', 'movemen', 'freedom', 'movement', 'civil', 'right', 'movement', 'civil', 'right', 'movement', 'afro', 'american', 'civil', 'right', 'movement', 'american', 'freedom', 'movement', 'movement', 'african', 'american', 'civil', 'right', 'movement', 'civil', 'right', 'movement', 'second', 'reconstruction', 'social', 'movement', 'institutional', 'racism']",0.8320000000000001
69326,negro,Q67093781,"['letter', 'edwin', 'webb', 'carrie', 'chapman', 'catt', 'comparing', 'right', 'right', 'southern', 'white', 'woman', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.8290000000000001
66370,negro,Q19884629,"['race', 'riot', 'numerous', 'north', 'antagonism', 'caused', 'white', 'many', 'riot', 'occurred', 'used', 'strike', 'breaker', 'many', 'northern', 'industry', 'painting', 'painting', 'jacob', 'lawrence']",0.8270000000000001
68354,negro,Q111709303,"['hall', 'life', 'texas', 'centennial', 'exposition', 'building', 'image', 'public', 'domain', 'hall', 'life', 'first', 'official', 'recognition', 'african', 'american', 'achievement', 'fair', 'united', 'state', 'featured', 'well', 'visited', 'part', 'texas', 'centennial', 'exposition', 'fair', 'park', 'dal']",0.8140000000000001
66667,negro,Q23022954,"['black', 'study', 'life', 'northern', 'city', 'literary', 'work', 'black', 'metropolis', 'anthropological', 'sociological', 'study', 'african', 'american', 'urban', 'experience', 'first', 'half', 'century']",0.812
66549,negro,Q6974567,"['national', 'congress', 'organization', 'organization', 'formed', 'united', 'state', 'objective', 'advancing', 'civil', 'right', 'black', 'american']",0.812
69651,negro,Q67619088,"['spokesperson', 'africa', 'speaking', 'english', 'spread', 'freedom', 'race', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.81
65950,negroes,Q19884657,"['among', 'social', 'condition', 'existed', 'partly', 'cause', 'migration', 'injustice', 'done', 'negro', 'court', 'painting', 'painting', 'jacob', 'lawrence']",0.838
65927,negroes,Q111814144,"['black', 'people', 'made', 'left', 'scrap', 'creation', 'narrative', 'motif', 'motif', 'negro', 'made', 'left', 'scrap', 'negro', 'made', 'left', 'scrap', 'creation', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.8320000000000001
65975,negroes,Q52958533,"['narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'guiana', 'wild', 'coast', 'south', 'america', 'year', 'written', 'work', 'elucidating', 'history', 'country', 'describing', 'production', 'account', 'indian', 'guiana', 'negro', 'guinea']",0.8140000000000001
66035,negroes,Q86735,"['afro', 'german', 'ethnic', 'group', 'german', 'black', 'people', 'black', 'german', 'imperial', 'negro', 'racial', 'ethnic', 'group', 'germany', 'african', 'ancestry']",0.812
66000,negroes,Q66498909,"['narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'guiana', 'wild', 'coast', 'south', 'america', 'year', 'version', 'edition', 'translation', 'narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'elucidating', 'history', 'country', 'describing', 'production', 'account', 'indian', 'guiana', 'negro', 'guinea']",0.8029999999999999
66010,negroes,Q66547423,"['narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'guiana', 'wild', 'coast', 'south', 'america', 'year', 'version', 'edition', 'translation', 'narrative', 'five', 'expedition', 'revolted', 'negro', 'surinam', 'narrative', 'expedition', 'surinam', 'elucidating', 'history', 'country', 'describing', 'production', 'quadrupedes', 'bird', 'fish', 'reptile', 'tree', 'shrub', 'fruit', 'root', 'account', 'indian', 'guiana', 'negro', 'guinea', 'first', 'edition']",0.802
65905,negroes,Q104939765,"['statement', 'supporting', 'american', 'negro', 'struggle', 'racial', 'discrimination', 'imperialism', 'public', 'statement', 'statement', 'calling', 'people', 'world', 'unite', 'oppose', 'racial', 'discrimination', 'imperialism', 'support', 'american', 'negro', 'struggle', 'racial', 'discrimination']",0.7979999999999999
65909,negroes,Q105573914,"['society', 'relief', 'free', 'negro', 'unlawfully', 'held', 'bondage', 'society', 'quaker', 'organization', 'devoted', 'abolition', 'slavery', 'social', 'economic', 'improvement', 'black']",0.797
65949,negroes,Q19884625,"['housing', 'negro', 'difficult', 'problem', 'painting', 'painting', 'jacob', 'lawrence']",0.789
65936,negroes,Q13534615,"['free', 'negro', 'social', 'class', 'legal', 'status', 'african', 'american', 'free', 'negro', 'free', 'black', 'free', 'black', 'non', 'slave', 'black', 'person', 'pre', 'emancipation', 'usa']",0.782
65218,negros,Q56810851,"['site', 'spanish', 'force', 'surrendered', 'negro', 'occidental', 'historical', 'marker', 'national', 'historical', 'commission', 'philippine', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'site', 'spanish', 'force', 'surrendered', 'negro', 'occidental']",0.812
65873,negros,Q31556148,"['tiling', 'human', 'settlement', 'negro', 'occidental']",0.8079999999999999
65120,negros,Q3499107,"['republic', 'negro', 'second', 'level', 'administrative', 'country', 'subdivision', 'insular', 'area', 'self', 'proclaimed', 'state', 'negro', 'canton', 'negro', 'republican', 'canton', 'republican', 'canton', 'negro', 'negro', 'island', 'republican', 'canton', 'administrative', 'division', 'various', 'also', 'short', 'lived', 'state']",0.804
64818,negros,Q112899718,"['dual', 'porosity', 'modelling', 'tracer', 'transport', 'palinpinon', 'southern', 'negro', 'geothermal', 'field', 'philippine', 'thesis', 'thesis', 'anthony', 'ciriaco', 'university', 'auckland']",0.802
65222,negros,Q56893358,"['capitol', 'negro', 'occidental', 'historical', 'marker', 'national', 'historical', 'commission', 'philippine', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'negro', 'occidental', 'capitol']",0.79
65860,negros,Q17425749,"['structure', 'negro', 'occidental', 'wikimedia', 'category', 'wikimedia', 'category']",0.7879999999999999
65052,negros,Q25193067,"['negro', 'oriental', 'occupation', 'wikimedia', 'category', 'wikimedia', 'category']",0.7859999999999999
65649,negros,Q31502760,"['binonga', 'human', 'settlement', 'negro', 'occidental', 'philippine']",0.782
65196,negros,Q50426496,"['pantaleon', 'villegas', 'historical', 'marker', 'nhcp', 'historical', 'marker', 'león', 'kilat', 'negro', 'oriental']",0.7809999999999999
65512,negros,Q17425748,"['structure', 'negro', 'oriental', 'wikimedia', 'category', 'wikimedia', 'category']",0.779
108402,oriental,Q99642326,"['tatar', 'term', 'derived', 'european', 'language', 'wikimedia', 'category', 'wikimedia', 'category']",
108401,orientals,Q99642326,"['tatar', 'term', 'derived', 'european', 'language', 'wikimedia', 'category', 'wikimedia', 'category']",
61355,page,Q110768064,"['inferred', 'reasoning', 'heuristic', 'inference', 'inferred', 'number', 'inferred', 'deduced', 'deduced', 'number', 'deduced', 'deduction', 'deduction', 'number', 'deduction', 'heuristic', 'sourcing', 'wikidata', 'statement', 'number', 'referenced', 'number']",0.8390000000000001
61792,page,Q51845721,"['applies', 'different', 'version', 'work', 'applies', 'different', 'version', 'work', 'refers', 'different', 'version', 'work', 'use', 'information', 'imported', 'wikipedia', 'covering', 'also', 'derivative', 'work']",0.8370000000000001
62369,page,Q1197154,"['description', 'language', 'programming', 'language', 'printer', 'control', 'language', 'pdl', 'pcl', 'computer', 'language', 'describes', 'appearance', 'printed', 'higher', 'level', 'actual', 'output', 'bitmap']",0.836
62382,page,Q4048515,"['wiki', 'project', 'project', 'explaining', 'right', 'policy', 'pertaining', 'user', 'tasked', 'project', 'maintenance', 'higher', 'level', 'bureaucrat', 'may', 'contain', 'link', 'log', 'right', 'change', 'list', 'current', 'former', 'bureaucrat']",0.836
61737,page,Q27924673,"['family', 'name', 'use', 'different', 'item', 'disambiguation', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'wdc', 'fam', 'wd', 'surname', 'criterion', 'criterion', 'surname', 'wikidata', 'disambiguation', 'use', 'different', 'item', 'family', 'name', 'surname', 'use', 'different', 'item', 'disambiguation', 'family', 'name', 'must', 'use', 'different', 'item', 'disambiguation', 'surname', 'must', 'use', 'different', 'item', 'disambiguation', 'disambiguation', 'use', 'different', 'item', 'family', 'name', 'family', 'name', 'use', 'different', 'item', 'disambiguation', 'surname', 'use', 'different', 'item', 'disambiguation', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation']",0.825
62080,page,Q21510852,"['common', 'link', 'constraint', 'type', 'constraint', 'wikidata', 'used', 'specify', 'value', 'must', 'link', 'existing', 'wikimedia', 'common']",0.825
62157,page,Q17379835,"['wikimedia', 'outside', 'main', 'knowledge', 'tree', 'wikimedia', 'instance', 'class', 'describe', 'wikimedia', 'outside', 'world', 'concept', 'described']",0.82
62097,page,Q67131190,"['wikimedia', 'tracking', 'category', 'tracking', 'category', 'mediawiki', 'tracking', 'category', 'wikimedia', 'administration', 'category', 'used', 'tracking', 'characteristic']",0.815
62124,page,Q21281405,"['wikidata', 'internal', 'entity', 'wikimedia', 'internal', 'item', 'wikidata', 'wikidata', 'project', 'project', 'wikidata', 'internal', 'item', 'internal', 'item', 'internal', 'wikidata', 'entity', 'instance', 'entity', 'wikidata', 'content', 'refer', 'real', 'world', 'entity']",0.815
61693,page,Q17442446,"['wikimedia', 'internal', 'item', 'internal', 'item', 'instance', 'wikimedia', 'content', 'refer', 'real', 'world', 'entity']",0.813
59927,pages,Q102746314,"['complex', 'constraint', 'label', 'language', 'qualify', 'language', 'entity', 'would', 'generally', 'requires', 'label', 'language', 'property', 'talk', 'page', 'work']",0.856
60349,pages,Q2704141,"['search', 'engine', 'result', 'page', 'serp', 'page', 'displayed', 'search', 'engine', 'response', 'main', 'component', 'serp', 'listing', 'result', 'response', 'keyword', 'page', 'may', 'also', 'contain', 'sponsored', 'result', 'search', 'engine']",0.853
60004,pages,Q783209,"['pagination', 'page', 'numbering', 'process', 'dividing', 'content', 'discrete', 'page']",0.8420000000000001
59800,pages,Q110768064,"['inferred', 'page', 'reasoning', 'heuristic', 'inference', 'inferred', 'page', 'number', 'inferred', 'page', 'deduced', 'page', 'deduced', 'page', 'number', 'deduced', 'page', 'deduction', 'page', 'deduction', 'page', 'number', 'deduction', 'page', 'heuristic', 'sourcing', 'wikidata', 'statement', 'number', 'page', 'referenced', 'page', 'number']",0.8390000000000001
60573,pages,Q1931587,"['microsite', 'weblet', 'individual', 'web', 'page', 'small', 'cluster', 'page', 'meant', 'function', 'discrete', 'entity', 'within', 'existing', 'website', 'complement', 'offline', 'activity']",0.8320000000000001
59839,pages,Q23765057,"['given', 'name', 'use', 'different', 'item', 'disambiguation', 'page', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'page', 'wdc', 'fn', 'first', 'name', 'must', 'use', 'different', 'item', 'disambiguation', 'page', 'given', 'name', 'must', 'use', 'different', 'item', 'disambiguation', 'page', 'wdc', 'gn', 'first', 'name', 'use', 'different', 'item', 'disambiguation', 'page', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'page']",0.8320000000000001
61337,pages,Q99528711,"['production', 'identity', 'tourist', 'interaction', 'chapter', 'modernity', 'shoestring', 'dimension', 'globalization', 'consumption', 'development', 'africa', 'beyond', 'richard', 'fardon', 'wim', 'van', 'binsbergen', 'rijk', 'van', 'leiden', 'eidos', 'page']",0.828
59907,pages,Q55773103,"['personal', 'name', 'refers', 'multiple', 'people', 'multiple', 'people', 'name', 'personal', 'name', 'refers', 'several', 'people', 'personal', 'name', 'unique', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'page']",0.8270000000000001
61290,pages,Q26375029,"['chapter', 'interaction', 'smoking', 'occupational', 'exposure', 'page', 'publication', 'chapter', 'published']",0.825
59869,pages,Q27924673,"['family', 'name', 'use', 'different', 'item', 'disambiguation', 'page', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'page', 'wdc', 'fam', 'wd', 'surname', 'criterion', 'criterion', 'surname', 'wikidata', 'disambiguation', 'page', 'use', 'different', 'item', 'family', 'name', 'surname', 'use', 'different', 'item', 'disambiguation', 'page', 'family', 'name', 'must', 'use', 'different', 'item', 'disambiguation', 'page', 'surname', 'must', 'use', 'different', 'item', 'disambiguation', 'page', 'disambiguation', 'page', 'use', 'different', 'item', 'family', 'name', 'family', 'name', 'use', 'different', 'item', 'disambiguation', 'page', 'surname', 'use', 'different', 'item', 'disambiguation', 'page', 'wikidata', 'specific', 'criterion', 'related', 'disambiguation', 'page']",0.825
174298,primitive,Q6453739,"['notion', 'concept', 'undefined', 'term', 'motivated', 'informally', 'usually', 'appeal', 'intuition', 'everyday', 'experience', 'introduced', 'axiomatically', 'eventually', 'generated', 'series', 'elementary', 'operation']",0.867
174698,primitive,Q42193895,"['origin', 'civilization', 'condition', 'man', 'creative', 'work']",0.8640000000000001
173899,primitive,Q1942010,"['modern', 'subculture', 'people', 'developed', 'culturally', 'altered', 'post', 'colonial', 'nation', 'engage', 'body', 'modification', 'ritual', 'practice']",0.853
172772,primitive,Q112836058,"['enquiry', 'function', 'magico', 'religious', 'jural', 'mechanism', 'maori', 'society', 'thesis', 'thesis', 'hooker', 'university', 'canterbury']",0.8490000000000001
174351,primitive,Q77177747,"['outline', 'characteristic', 'welsh', 'utility', 'connection', 'ancient', 'language', 'developing', 'speech', 'mankind', 'written', 'work', 'book', 'work']",0.8490000000000001
175106,primitive,Q42196400,"['theory', 'religion', 'creative', 'work']",0.846
174111,primitive,Q3075219,"['one', 'way', 'compression', 'function', 'cryptographic']",0.8390000000000001
