term,QID,wd_bow,spacy_cs,check,link_wd
mulatto,Q5193390,"cultural, highly, educated, black, person, according, trey, elli",0.824,TRUE,https://www.wikidata.org/wiki/Q5193390
mulatto,Q115997244,"dismantling, tragic, interrogating, racial, authenticity, genre, black, motherhood, african, american, fiction, doctor, philosophy, thesis, doctoral, thesis, gyasi, byng, francisco, university, rochester",0.798,TRUE,https://www.wikidata.org/wiki/Q115997244
mulatto,Q64277831,"register, black, communicant, showing, status, black, free, unfree, name, owner, case, unfree, naid, collection, series, national, archive, record, holding",0.778,TRUE,https://www.wikidata.org/wiki/Q64277831
mulatto,Q7832650,"tragic, stock, character, stereotypical, fictional, character, century, american, literature",0.748,TRUE,https://www.wikidata.org/wiki/Q7832650
mulatto,Q115534652,"ohio, black, code, ohio, black, code, ohio, black, code, section, enacted, general, assembly, state, ohio, first, day, june, black, person, shall, permitted, settle, reside, state, unless, shall",0.691,TRUE,https://www.wikidata.org/wiki/Q115534652
mulatto,Q15259470,"people, descent, wikimedia, category, wikimedia, category",0.645,TRUE,https://www.wikidata.org/wiki/Q15259470
mulatto,Q50820743,"study, woman, painting, painting, french, school",0.642,TRUE,https://www.wikidata.org/wiki/Q50820743
mulatto,Q97487645,"solitude, comic, version, edition, translation, solitude, solitude, french, edition, pedagogical, comic, uprising, slavery, unesco",0.637,TRUE,https://www.wikidata.org/wiki/Q97487645
mulatto,Q97495711,"solitude, comic, version, edition, translation, pedagogical, comic, uprising, slavery, unesco",0.627,TRUE,https://www.wikidata.org/wiki/Q97495711
mulattoes,Q55787194,"church, lady, protection, mulatto, church, building, church, building, são, cristóvão, brazil",0.507,TRUE,https://www.wikidata.org/wiki/Q55787194
mulattos,Q16201620,"mulatto, haiti, ethnic, minority",0.701,TRUE,https://www.wikidata.org/wiki/Q16201620
métis,Q24890406,"canadian, council, organization, collection, council, within, canada, concerned, betterment, people",0.744,TRUE,https://www.wikidata.org/wiki/Q24890406
métis,Q13315,"michif, mitchif, language, métchif, language, french, cree, language, michif, cree, language, métif, language, mechif, language, michif, language, metchif, language, metif, language, mixed, language, based, cree, french, spoken, people, north, america",0.712,TRUE,https://www.wikidata.org/wiki/Q13315
métis,Q7123346,"paddle, prairie, settlement, designated, place, canada, human, settlement, settlement, alberta, canada",0.703,TRUE,https://www.wikidata.org/wiki/Q7123346
métis,Q8340290,"people, descent, wikimedia, category, wikimedia, category",0.692,TRUE,https://www.wikidata.org/wiki/Q8340290
métis,Q8247324,"people, descent, wikimedia, category, wikimedia, category",0.692,TRUE,https://www.wikidata.org/wiki/Q8247324
métis,Q108195817,"modern, woman, organization",0.688,TRUE,https://www.wikidata.org/wiki/Q108195817
métis,Q43901330,"tenille, campbell, dene, artist, english, river, first, nation",0.668,TRUE,https://www.wikidata.org/wiki/Q43901330
métis,Q115037366,"dansi, vancouver, based, traditional, contemporary, dance, company",0.667,TRUE,https://www.wikidata.org/wiki/Q115037366
métis,Q108172077,"canada, book, book, describes, method, used, government, canada, avoid, fulfilling, agreement, people, stipulated, manitoba, act",0.657,TRUE,https://www.wikidata.org/wiki/Q108172077
métis,Q6950145,"political, organization, government, represents, citizen, saskatchewan",0.65,TRUE,https://www.wikidata.org/wiki/Q6950145
negro,Q111047765,"american, historical, society, learned, society, organization, anhs, society, focused, collecting, historical, material, related, african, american, history",0.88,TRUE,https://www.wikidata.org/wiki/Q111047765
negro,Q114217628,"culture, african, american, culture, historical, term, afroamerican, emancipation",0.873,TRUE,https://www.wikidata.org/wiki/Q114217628
negro,Q42194475,"portrait, outstanding, american, citizen, origin, creative, work, travelling, exhibition, portrait, outstanding, american, origin, exhibition, painting, laura, wheeler, waring, betsy, graf, reyneau",0.862,TRUE,https://www.wikidata.org/wiki/Q42194475
negro,Q23022954,"black, study, life, northern, city, literary, work, black, metropolis, anthropological, sociological, study, african, american, urban, experience, first, half, century",0.849,TRUE,https://www.wikidata.org/wiki/Q23022954
negro,Q115519368,"cavalcade, american, group, work, african, american, book, artwork, created",0.835,TRUE,https://www.wikidata.org/wiki/Q115519368
negro,Q106318934,"ephemera, arthur, spingarn, collection, literature, archival, collection, digital, collection, archival, material, related, african, american, literature, struggle, equality, civil, right, held, ucla",0.832,TRUE,https://www.wikidata.org/wiki/Q106318934
negro,Q42185813,"american, problem, modern, democracy, creative, work",0.827,TRUE,https://www.wikidata.org/wiki/Q42185813
negro,Q829895,"harlem, renaissance, group, action, art, movement, cultural, movement, new, movement, african, american, cultural, movement, new, york, city",0.819,TRUE,https://www.wikidata.org/wiki/Q829895
negro,Q7145376,"patrice, evans, human, assimilated, american, journalist",0.814,TRUE,https://www.wikidata.org/wiki/Q7145376
negro,Q98119441,"delectable, literary, work, delectable, human, consumption, homoeroticism, within, slave, culture, book, vincent, woodard",0.814,TRUE,https://www.wikidata.org/wiki/Q98119441
negroes,Q86735,"afro, german, ethnic, group, german, black, people, black, german, imperial, negro, racial, ethnic, group, germany, african, ancestry",0.857,TRUE,https://www.wikidata.org/wiki/Q86735
negroes,Q19096281,"representative, american, negro",0.814,TRUE,https://www.wikidata.org/wiki/Q19096281
negroes,Q31501365,"enquiry, concerning, intellectual, moral, faculty, literature, negro, version, edition, translation, enquiry, concerning, intellectual, moral, faculty, literature, negro, followed, account, life, work, fifteen, negro, mulatto, distinguished, science, literature, art",0.781,TRUE,https://www.wikidata.org/wiki/Q31501365
negroes,Q20502844,"employment, negro, agriculture, painting, painting, earle, richardson",0.773,TRUE,https://www.wikidata.org/wiki/Q20502844
negroes,Q105573914,"society, relief, free, negro, unlawfully, held, bondage, society, quaker, organization, devoted, abolition, slavery, social, economic, improvement, black",0.772,TRUE,https://www.wikidata.org/wiki/Q105573914
negroes,Q104939765,"statement, supporting, american, negro, struggle, racial, discrimination, imperialism, public, statement, statement, calling, people, world, unite, oppose, racial, discrimination, imperialism, support, american, negro, struggle, racial, discrimination",0.772,TRUE,https://www.wikidata.org/wiki/Q104939765
negroes,Q19884657,"among, social, condition, existed, partly, cause, migration, injustice, done, negro, court, painting, painting, jacob, lawrence",0.769,TRUE,https://www.wikidata.org/wiki/Q19884657
negroes,Q60746694,"bad, air, smelled, african, american, negro, black, post, black, use, instead, change, print, print, carl, pope, american, tribune, showprint",0.761,TRUE,https://www.wikidata.org/wiki/Q60746694
negroes,Q19884625,"housing, negro, difficult, problem, painting, painting, jacob, lawrence",0.758,TRUE,https://www.wikidata.org/wiki/Q19884625
negroes,Q111842219,"extension, work, among, negro, photograph, photograph, artist, unknown",0.748,TRUE,https://www.wikidata.org/wiki/Q111842219
negros,Q39056887,"mascogos, ethnic, community, black, seminole, afro, mexican, negro, mascagos, afrodescendent, group, coahuila, mexico",0.82,TRUE,https://www.wikidata.org/wiki/Q39056887
negros,Q28777955,"landscape, black, people, painting, paisagem, com, negro, atribuído, painting, eduard, hildebrandt",0.812,FALSE,https://www.wikidata.org/wiki/Q28777955
negros,Q62027814,"negro, oriental, state, university, historical, marker, national, historical, commission, philippine, historical, marker, nhcp, historical, marker, negro, oriental, state, university",0.781,FALSE,https://www.wikidata.org/wiki/Q62027814
negros,Q50413489,"surrender, japanese, force, negro, oriental, historical, marker, national, historical, commission, philippine, historical, marker, nhcp, historical, marker, surrender, japan, negro, end, world, war, ii",0.777,FALSE,https://www.wikidata.org/wiki/Q50413489
negros,Q56893358,"capitol, negro, occidental, historical, marker, national, historical, commission, philippine, historical, marker, nhcp, historical, marker, negro, occidental, capitol",0.777,FALSE,https://www.wikidata.org/wiki/Q56893358
negros,Q56810851,"site, spanish, force, surrendered, negro, occidental, historical, marker, national, historical, commission, philippine, historical, marker, nhcp, historical, marker, site, spanish, force, surrendered, negro, occidental",0.775,FALSE,https://www.wikidata.org/wiki/Q56810851
negros,Q50426496,"pantaleon, villegas, historical, marker, nhcp, historical, marker, león, kilat, negro, oriental",0.766,FALSE,https://www.wikidata.org/wiki/Q50426496
negros,Q51448114,"bird, negro, island, publication, natural, history, university, library, university, illinois, urbana, champaign, view, book",0.765,FALSE,https://www.wikidata.org/wiki/Q51448114
negros,Q55578325,"natural, watercourse, negro, occidental, philippine",0.764,FALSE,https://www.wikidata.org/wiki/Q55578325
negros,Q111944273,"negro, trench, geological, feature, philippine",0.76,FALSE,https://www.wikidata.org/wiki/Q111944273
page,Q7124279,"boy, role, young, male, attendant, wedding",0.766,TRUE,https://www.wikidata.org/wiki/Q7124279
page,Q67184216,"wikimedia, list, person, gender, occupation, wikimedia, list, person, sex, occupation, wikimedia, project, listing, person, gender, occupation",0.741,FALSE,https://www.wikidata.org/wiki/Q67184216
page,Q67187625,"wikimedia, list, person, nationality, occupation, wikimedia, list, person, occupation, nationality, wikimedia, project, listing, person, nationality, occupation",0.734,FALSE,https://www.wikidata.org/wiki/Q67187625
page,Q1451816,"ministry, ministry, affair, ministry, woman, ministry, gender, equality, ministry, woman, desambiguation",0.731,FALSE,https://www.wikidata.org/wiki/Q1451816
page,Q44374960,"former, imdb, character, wikibase, reason, deprecated, rank, ch, character, former, internet, movie, database, character, identifier, character, old, imdb, identifier, set, deprecate, rank",0.719,FALSE,https://www.wikidata.org/wiki/Q44374960
page,Q66666236,"wikimedia, list, person, occupation, wikimedia, list, person, profession, list, person, occupation, list, person, profession, wikimedia, project, listing, person, occupation",0.707,FALSE,https://www.wikidata.org/wiki/Q66666236
page,Q42097313,"object, památkový, katalog, given, úskp, identifier, wikibase, reason, deprecated, rank, úskp, identifier, assigned, corresponding, record, czech, monument, catalog",0.705,FALSE,https://www.wikidata.org/wiki/Q42097313
page,Q17379835,"wikimedia, outside, main, knowledge, tree, wikimedia, instance, class, describe, wikimedia, outside, world, concept, described",0.702,FALSE,https://www.wikidata.org/wiki/Q17379835
page,Q630790,"front, title, first, also, important, multi, printed, work",0.697,FALSE,https://www.wikidata.org/wiki/Q630790
page,Q61944114,"one, language, name, another, language, wikidata, specific, criterion, wikidata, specific, criterion",0.685,FALSE,https://www.wikidata.org/wiki/Q61944114
pages,Q59829003,"one, language, disambiguation, page, name, page, another, language, one, language, page, ambiguity, name, page, another, language, wikidata, specific, criterion, related, disambiguation, page",0.81,FALSE,https://www.wikidata.org/wiki/Q59829003
pages,Q103165303,"yeats, inventing, verse, life, apprentice, mage, oxford, university, page, news, article",0.794,FALSE,https://www.wikidata.org/wiki/Q103165303
pages,Q55643860,"european, senior, master, list, sport, related, page, similar, name",0.794,FALSE,https://www.wikidata.org/wiki/Q55643860
pages,Q63677482,"saxon, thuringian, brabantian, count, noble, lady, honor, page, vassal, serf, operatic, character, fictional, human",0.791,TRUE,https://www.wikidata.org/wiki/Q63677482
pages,Q2287154,"website, fact, checker, organization, snopes, urban, legend, reference, page, fact, checking, website",0.79,FALSE,https://www.wikidata.org/wiki/Q2287154
pages,Q67519403,"peking, domestic, service, chen, poem, condemning, indonesian, read, processed, ncna, daily, report, april, page, naid, item, collection, exhibition, item, national, archive, record, holding",0.786,FALSE,https://www.wikidata.org/wiki/Q67519403
pages,Q101420143,"facebook, page, fb, page, page, facebook, dedicated, business, brand, organization, public, figure",0.785,FALSE,https://www.wikidata.org/wiki/Q101420143
pages,Q6728626,"madrid, master, list, sport, related, page, similar, name",0.785,FALSE,https://www.wikidata.org/wiki/Q6728626
pages,Q59168588,"soldier, civilian, later, roman, ramsey, page, harvard, university, press, academic, journal, article",0.783,FALSE,https://www.wikidata.org/wiki/Q59168588
pages,Q709369,"man, standard, unix, utility, reading, manual, page",0.781,FALSE,https://www.wikidata.org/wiki/Q709369
primitive,Q1942010,"modern, subculture, people, developed, culturally, altered, post, colonial, nation, engage, body, modification, ritual, practice",0.92,TRUE,https://www.wikidata.org/wiki/Q1942010
primitive,Q6453739,"notion, concept, undefined, term, motivated, informally, usually, appeal, intuition, everyday, experience, introduced, axiomatically, eventually, generated, series, elementary, operation",0.892,FALSE,https://www.wikidata.org/wiki/Q6453739
primitive,Q42193895,"origin, civilization, condition, man, creative, work",0.868,TRUE,https://www.wikidata.org/wiki/Q42193895
primitive,Q18344558,"decorating, decoration, style, decorating, using, folk, art, style, characteristic, historic, early, americana, time, period",0.861,TRUE,https://www.wikidata.org/wiki/Q18344558
primitive,Q77177747,"outline, characteristic, welsh, utility, connection, ancient, language, developing, speech, mankind, written, work, book, work",0.856,TRUE,https://www.wikidata.org/wiki/Q77177747
primitive,Q51462654,"definition, art, publication, natural, history, field, museum, natural, history, library",0.847,TRUE,https://www.wikidata.org/wiki/Q51462654
primitive,Q111808928,"topographical, feature, caused, experience, hero, demigod, deity, narrative, motif, motif, topographical, feature, caused, experience, hero, demigod, topographical, feature, caused, experience, hero, topographical, feature, caused, experience, demigod, topographical, feature, caused, experience, deity, narrative, motif, documented, motif, index, folk, literature",0.844,FALSE,https://www.wikidata.org/wiki/Q111808928
primitive,Q111442125,"study, archaic, form, social, movement, century, written, work, rebel, social, bandit, rebel, book, eric, hobsbawm",0.839,TRUE,https://www.wikidata.org/wiki/Q111442125
primitive,Q108291623,"ashanti, proverb, ethic, savage, people, translated, original, grammatical, anthropological, note, report, heritage",0.838,TRUE,https://www.wikidata.org/wiki/Q108291623
primitive,Q76904144,"outline, characteristic, welsh, utility, connection, ancient, language, developing, speech, mankind, version, edition, translation, published",0.827,TRUE,https://www.wikidata.org/wiki/Q76904144
